BranchCode,ServiceCode,TicketPrefix,DefaultAvgServiceMinutes,EntryType,EnqueueSequence,CheckedIn,SlotActive,CallNextPriority,QueueLength,CrossLaneQueueLength,PeopleAheadCallNext,ActiveCounters,ListeningCounters,HourOfDay,DayOfWeek,IsPeakHour,WaitingMinutes
101056,CUST_SVC,E,10,1,2,1,0,1,4,14,6,4,1,13,2,0,40.25
101012,CREDIT_CARD,C,12,0,2,1,1,0,6,22,2,5,2,11,2,1,10.64
101033,CUST_SVC,E,10,0,3,1,0,1,3,23,2,4,1,10,4,1,12.85
101056,DEPOSIT,A,6,1,3,1,0,1,6,25,7,3,1,11,1,1,53.57
101012,DEPOSIT,A,6,1,1,1,0,1,6,18,5,4,2,15,2,1,41.94
101078,WITHDRAW,A,5,1,1,1,0,1,3,13,1,5,3,9,3,1,1.7
101045,REMITTANCE,K,10,0,2,1,1,0,2,13,0,5,1,9,3,1,0.0
101033,INSURANCE,H,20,0,6,1,1,0,9,29,3,5,1,10,1,1,77.56
101078,CUST_SVC,E,10,1,2,1,0,1,3,9,2,3,1,11,5,1,70.62
101045,LOAN,B,30,1,6,1,0,1,4,22,10,3,1,10,3,1,90.0
101078,CREDIT_CARD,C,12,0,2,1,0,1,3,6,3,3,1,13,2,0,30.68
101078,DEPOSIT,A,6,0,4,0,0,1,3,16,5,6,3,14,4,1,16.11
101045,ACC_OPEN,D,25,0,5,1,0,1,2,6,2,2,1,13,1,0,18.05
101012,WITHDRAW,A,5,0,5,1,1,0,3,11,1,3,1,13,1,0,8.95
101012,BIZ_BANK,I,18,1,7,1,0,1,4,27,3,5,1,10,3,1,19.84
101078,DEPOSIT,A,6,1,2,1,0,1,1,18,0,4,1,14,5,1,0.1
101045,ATM_CDM,F,8,1,3,1,0,1,2,12,4,3,1,14,1,1,78.78
101012,DEPOSIT,A,6,1,3,1,0,1,2,22,5,4,2,14,3,1,26.16
101078,LOAN,B,30,1,8,1,0,1,6,27,8,6,2,15,5,1,55.98
101033,CUST_SVC,E,10,0,3,1,1,0,5,16,2,3,1,14,1,1,13.32
101012,DEPOSIT,A,6,1,9,1,0,1,5,9,7,2,2,16,1,1,34.31
101045,ONLINE_SUP,J,12,0,3,1,1,0,1,19,2,4,1,15,5,1,1.07
101012,WITHDRAW,A,5,1,5,1,0,1,4,10,7,5,3,12,1,0,17.81
101078,CUST_SVC,E,10,1,2,1,0,1,2,20,2,4,1,14,1,1,17.34
101078,LOAN,B,30,0,6,1,0,1,2,4,2,2,1,12,3,0,38.13
101012,ONLINE_SUP,J,12,1,4,1,0,1,6,19,4,4,1,9,1,1,90.0
101056,FIXED_DEP,G,15,1,1,1,0,1,3,11,2,2,1,13,1,0,14.37
101045,WITHDRAW,A,5,0,3,1,1,0,1,4,0,3,1,12,4,0,0.73
101078,DEPOSIT,A,6,1,6,1,0,1,2,12,2,4,2,9,1,1,8.37
101012,INSURANCE,H,20,1,9,1,0,1,7,31,8,5,1,11,1,1,90.0
101045,ONLINE_SUP,J,12,0,5,0,0,1,1,10,2,4,1,13,1,0,60.89
101045,DEPOSIT,A,6,1,1,1,0,1,2,4,3,2,2,16,2,1,13.65
101033,INSURANCE,H,20,1,4,1,0,1,1,10,3,3,1,12,1,0,75.18
101056,DEPOSIT,A,6,0,5,1,1,0,4,18,1,3,1,16,3,1,6.73
101012,DEPOSIT,A,6,0,1,1,1,0,2,20,2,6,3,9,3,1,5.26
101045,REMITTANCE,K,10,1,2,1,0,1,3,9,2,2,1,9,4,1,19.06
101045,CREDIT_CARD,C,12,0,4,1,0,1,5,18,7,5,2,10,4,1,50.31
101012,INSURANCE,H,20,0,2,1,0,1,2,10,2,4,1,12,5,0,43.21
101056,DEPOSIT,A,6,0,6,1,1,0,2,25,1,4,1,14,5,1,5.82
101012,ONLINE_SUP,J,12,1,4,1,0,1,5,18,3,3,1,9,3,1,41.25
101078,CREDIT_CARD,C,12,1,3,1,0,1,1,17,1,5,2,9,4,1,16.81
101078,DEPOSIT,A,6,0,7,1,1,0,4,17,1,6,3,9,1,1,2.01
101012,DEPOSIT,A,6,1,2,1,0,1,3,17,5,4,3,11,1,1,34.66
101056,CREDIT_CARD,C,12,1,1,1,0,1,3,17,5,6,2,14,2,1,55.82
101056,WITHDRAW,A,5,1,2,1,0,1,4,16,6,3,1,15,5,1,90.0
101033,DEPOSIT,A,6,0,2,1,1,0,4,34,1,5,2,11,1,1,4.98
101012,CREDIT_CARD,C,12,0,3,1,0,1,4,28,0,6,2,14,5,1,0.0
101012,ATM_CDM,F,8,1,5,1,0,1,7,31,6,4,1,15,5,1,47.92
101012,ACC_OPEN,D,25,0,1,1,0,1,4,18,4,5,1,16,1,1,90.0
101012,FIXED_DEP,G,15,0,5,1,0,1,2,11,5,2,1,16,4,1,90.0
101012,DEPOSIT,A,6,1,2,1,0,1,4,12,11,2,2,13,2,0,70.79
101056,LOAN,B,30,1,3,1,0,1,3,5,0,2,1,9,4,1,1.47
101012,CUST_SVC,E,10,1,8,1,0,1,5,30,4,5,1,14,3,1,62.57
101056,DEPOSIT,A,6,0,5,1,0,1,4,24,2,3,1,10,2,1,18.33
101056,CUST_SVC,E,10,0,7,1,0,1,5,14,5,2,1,10,5,1,40.96
101078,CREDIT_CARD,C,12,0,2,1,0,1,4,26,10,6,2,10,2,1,80.81
101045,ACC_OPEN,D,25,1,7,1,0,1,4,6,2,2,1,15,1,1,19.37
101012,CUST_SVC,E,10,1,8,1,0,1,5,17,7,2,1,16,5,1,90.0
101078,FIXED_DEP,G,15,0,5,1,1,0,9,28,3,5,1,10,5,1,90.0
101033,INSURANCE,H,20,1,2,1,0,1,1,13,2,5,1,9,4,1,33.36
101056,DEPOSIT,A,6,1,5,1,0,1,7,43,9,5,3,10,5,1,46.95
101056,LOAN,B,30,0,1,1,1,0,3,18,0,5,2,10,3,1,0.0
101045,LOAN,B,30,1,8,1,0,1,6,13,5,2,1,10,2,1,90.0
101045,DEPOSIT,A,6,0,5,1,0,1,4,9,6,4,2,14,2,1,33.89
101078,DEPOSIT,A,6,1,2,1,0,1,2,10,5,4,3,9,5,1,22.46
101012,CREDIT_CARD,C,12,1,3,1,0,1,8,33,7,3,1,10,5,1,90.0
101056,DEPOSIT,A,6,1,2,1,0,1,3,17,3,4,3,16,2,1,9.17
101033,CREDIT_CARD,C,12,0,8,1,1,0,5,12,1,2,1,11,5,1,15.12
101045,CUST_SVC,E,10,1,8,1,0,1,5,11,6,3,1,10,5,1,67.55
101078,ACC_OPEN,D,25,1,4,1,0,1,2,9,1,5,1,12,1,0,23.72
101078,REMITTANCE,K,10,0,4,1,1,0,3,17,0,6,1,9,1,1,0.0
101056,CREDIT_CARD,C,12,1,8,1,0,1,7,18,1,3,1,9,1,1,19.3
101012,FIXED_DEP,G,15,1,9,1,0,1,5,25,5,3,1,14,1,1,90.0
101045,DEPOSIT,A,6,1,2,1,0,1,2,3,3,2,1,13,4,0,18.33
101012,ACC_OPEN,D,25,1,2,1,0,1,6,22,10,4,1,15,5,1,90.0
101033,CUST_SVC,E,10,0,2,1,0,1,1,7,2,4,2,9,4,1,18.61
101056,REMITTANCE,K,10,1,7,1,0,1,5,20,7,3,1,16,1,1,90.0
101012,ACC_OPEN,D,25,1,5,1,0,1,4,23,5,4,1,9,2,1,90.0
101056,LOAN,B,30,1,5,1,0,1,4,28,7,6,2,11,5,1,57.79
101078,DEPOSIT,A,6,1,5,1,0,1,2,22,2,5,2,11,5,1,11.96
101045,BIZ_BANK,I,18,0,2,1,1,0,1,4,1,2,1,13,2,0,2.92
101045,INSURANCE,H,20,0,5,1,0,1,5,9,4,4,1,16,2,1,90.0
101078,LOAN,B,30,1,10,1,0,1,6,18,7,4,2,15,1,1,52.79
101012,ONLINE_SUP,J,12,1,10,1,0,1,7,21,2,3,1,9,2,1,51.06
101033,WITHDRAW,A,5,1,3,1,0,1,1,7,2,2,2,16,3,1,21.77
101045,CUST_SVC,E,10,1,5,1,0,1,1,10,1,2,1,15,5,1,24.03
101012,FIXED_DEP,G,15,1,5,1,0,1,6,13,4,2,1,11,3,1,90.0
101012,CUST_SVC,E,10,1,4,1,0,1,1,35,5,4,1,15,1,1,60.45
101012,CUST_SVC,E,10,1,2,1,0,1,5,19,5,5,2,16,1,1,39.77
101033,LOAN,B,30,1,3,1,0,1,1,4,1,2,1,12,3,0,13.69
101056,INSURANCE,H,20,1,2,1,0,1,5,14,11,2,1,14,2,1,90.0
101056,LOAN,B,30,1,1,1,0,1,2,16,6,4,2,11,5,1,59.74
101012,CREDIT_CARD,C,12,1,7,1,0,1,4,19,10,4,2,16,4,1,73.52
101045,INSURANCE,H,20,0,2,1,0,1,2,22,3,4,1,9,2,1,60.25
101033,BIZ_BANK,I,18,0,5,1,0,1,3,12,6,2,1,11,3,1,90.0
101012,CUST_SVC,E,10,1,6,1,0,1,2,6,2,2,1,16,2,1,35.35
101045,LOAN,B,30,0,2,1,1,0,2,11,0,5,2,11,3,1,0.46
101012,ATM_CDM,F,8,0,9,1,1,0,5,15,2,3,1,12,5,0,44.4
101045,ACC_OPEN,D,25,1,6,1,0,1,2,8,2,3,1,13,4,0,41.78
101045,ACC_OPEN,D,25,0,6,1,0,1,6,20,10,4,1,11,5,1,90.0
101012,ATM_CDM,F,8,1,1,1,0,1,3,11,0,3,1,13,4,0,0.0
101012,CUST_SVC,E,10,0,3,1,1,0,1,8,0,3,2,12,1,0,0.0
101045,DEPOSIT,A,6,1,3,1,0,1,1,4,0,3,2,13,4,0,0.27
101056,BIZ_BANK,I,18,0,6,1,1,0,3,15,2,3,1,11,2,1,46.15
101078,BIZ_BANK,I,18,1,2,1,0,1,4,9,1,2,1,15,2,1,17.5
101078,ONLINE_SUP,J,12,1,2,1,0,1,1,8,0,5,1,12,1,0,0.0
101045,CUST_SVC,E,10,0,3,1,0,1,5,10,8,3,2,9,1,1,63.04
101033,CREDIT_CARD,C,12,1,4,1,0,1,5,12,7,3,1,11,4,1,90.0
101012,DEPOSIT,A,6,1,3,1,0,1,3,8,7,2,2,12,3,0,28.05
101033,BIZ_BANK,I,18,1,1,1,0,1,1,6,1,2,1,13,5,0,14.3
101012,ATM_CDM,F,8,0,3,0,0,1,7,17,3,3,1,14,2,1,21.72
101078,BIZ_BANK,I,18,1,3,1,0,1,3,11,3,3,1,12,1,0,52.41
101045,ONLINE_SUP,J,12,0,9,1,1,0,10,23,2,5,1,9,2,1,17.94
101033,CREDIT_CARD,C,12,0,6,1,1,0,5,10,1,2,1,16,5,1,15.88
101033,CUST_SVC,E,10,1,3,1,0,1,3,22,5,3,1,15,1,1,90.0
101033,CUST_SVC,E,10,0,5,0,0,1,3,22,6,6,2,9,4,1,54.44
101033,DEPOSIT,A,6,1,5,1,0,1,1,12,1,4,2,12,5,0,4.65
101033,FIXED_DEP,G,15,1,4,1,0,1,3,15,0,6,1,9,4,1,0.27
101045,DEPOSIT,A,6,1,1,1,0,1,3,8,4,5,3,11,3,1,13.41
101033,CUST_SVC,E,10,1,4,1,0,1,2,7,2,4,2,14,3,1,7.95
101045,CREDIT_CARD,C,12,1,3,1,0,1,3,28,5,5,1,9,1,1,90.0
101056,LOAN,B,30,0,4,1,0,1,1,22,1,4,1,10,2,1,12.53
101045,CREDIT_CARD,C,12,1,3,1,0,1,4,17,6,6,2,11,5,1,40.78
101078,CUST_SVC,E,10,1,2,1,0,1,1,16,0,5,1,15,2,1,0.0
101045,INSURANCE,H,20,0,3,1,1,0,1,16,1,5,1,14,4,1,1.21
101012,ONLINE_SUP,J,12,1,9,1,0,1,5,4,1,2,1,13,1,0,33.22
101033,WITHDRAW,A,5,0,5,1,1,0,4,22,2,4,2,15,1,1,7.33
101056,REMITTANCE,K,10,0,4,1,0,1,1,30,1,3,1,9,1,1,14.58
101056,CUST_SVC,E,10,1,3,1,0,1,1,4,1,2,1,12,2,0,3.25
101033,LOAN,B,30,1,1,1,0,1,3,21,6,5,2,15,3,1,37.87
101045,INSURANCE,H,20,1,1,1,0,1,1,6,1,2,1,13,3,0,36.9
101045,DEPOSIT,A,6,1,3,1,0,1,1,5,2,3,1,12,2,0,13.94
101056,ONLINE_SUP,J,12,1,5,1,0,1,1,2,0,2,1,12,4,0,0.0
101033,CREDIT_CARD,C,12,1,3,1,0,1,2,8,2,2,1,12,1,0,25.26
101078,REMITTANCE,K,10,1,3,1,0,1,2,14,1,3,1,15,3,1,10.62
101033,CREDIT_CARD,C,12,0,11,1,1,0,7,28,2,6,2,10,1,1,16.72
101045,ACC_OPEN,D,25,1,2,1,0,1,3,9,1,2,1,10,5,1,11.18
101056,CREDIT_CARD,C,12,1,4,1,0,1,5,27,9,5,2,10,2,1,60.21
101056,CUST_SVC,E,10,1,5,1,0,1,1,3,0,3,1,12,5,0,0.0
101033,ACC_OPEN,D,25,1,5,1,0,1,4,30,8,5,1,11,1,1,90.0
101045,INSURANCE,H,20,1,5,1,0,1,3,15,6,5,1,14,4,1,90.0
101012,INSURANCE,H,20,1,7,1,0,1,7,24,5,5,1,15,5,1,74.08
101056,DEPOSIT,A,6,1,6,1,0,1,5,21,9,2,1,10,2,1,90.0
101012,INSURANCE,H,20,0,5,1,1,0,3,23,1,5,1,16,3,1,23.51
101012,DEPOSIT,A,6,1,3,1,0,1,8,30,11,3,2,10,4,1,88.28
101033,ACC_OPEN,D,25,1,7,1,0,1,5,25,8,6,1,10,1,1,90.0
101078,DEPOSIT,A,6,1,8,1,0,1,5,25,2,5,2,15,5,1,18.54
101056,ATM_CDM,F,8,1,9,1,0,1,7,22,3,5,1,14,4,1,25.21
101033,DEPOSIT,A,6,1,4,1,0,1,3,10,3,2,1,13,5,0,37.93
101045,DEPOSIT,A,6,1,2,1,0,1,4,9,4,5,2,9,4,1,13.23
101045,CREDIT_CARD,C,12,1,3,1,0,1,2,8,3,2,1,13,1,0,41.01
101045,ATM_CDM,F,8,1,5,1,0,1,1,14,0,6,1,11,4,1,0.48
101078,DEPOSIT,A,6,0,3,1,0,1,2,19,0,5,3,14,2,1,0.7
101033,REMITTANCE,K,10,1,4,1,0,1,5,18,6,5,1,16,2,1,89.46
101045,BIZ_BANK,I,18,1,1,1,0,1,2,10,2,3,1,10,2,1,12.23
101012,BIZ_BANK,I,18,1,4,1,0,1,2,29,2,6,1,10,5,1,27.53
101045,CREDIT_CARD,C,12,0,4,1,0,1,2,19,3,5,1,15,3,1,36.69
101012,DEPOSIT,A,6,1,1,1,0,1,1,9,2,4,2,12,4,0,13.73
101056,FIXED_DEP,G,15,1,2,1,0,1,4,31,3,6,1,15,2,1,65.96
101033,INSURANCE,H,20,0,5,1,1,0,1,7,2,3,1,12,1,0,1.17
101045,ONLINE_SUP,J,12,0,9,0,0,1,6,28,6,5,1,9,5,1,90.0
101078,CREDIT_CARD,C,12,1,4,1,0,1,1,6,1,2,1,9,1,1,38.15
101012,ATM_CDM,F,8,0,1,1,0,1,9,25,7,5,1,11,1,1,51.97
101033,DEPOSIT,A,6,1,10,1,0,1,7,13,9,3,2,11,4,1,33.94
101012,LOAN,B,30,1,6,1,0,1,5,17,4,3,1,9,5,1,79.28
101045,INSURANCE,H,20,1,3,1,0,1,2,13,0,3,1,10,4,1,0.0
101078,DEPOSIT,A,6,1,2,1,0,1,3,8,2,2,1,14,4,1,23.4
101045,CUST_SVC,E,10,1,5,1,0,1,2,10,1,2,1,16,1,1,10.18
101056,INSURANCE,H,20,0,3,1,0,1,2,24,3,6,1,11,4,1,59.36
101078,WITHDRAW,A,5,0,1,1,0,1,1,13,1,4,1,9,4,1,35.08
101045,REMITTANCE,K,10,1,2,1,0,1,4,14,3,5,1,16,4,1,35.63
101033,LOAN,B,30,1,3,1,0,1,4,16,11,3,1,11,2,1,90.0
101045,DEPOSIT,A,6,0,3,1,1,0,3,17,0,5,3,9,4,1,0.0
101078,CREDIT_CARD,C,12,0,7,1,0,1,3,5,1,4,1,13,3,0,30.05
101045,BIZ_BANK,I,18,0,5,1,0,1,2,23,4,5,1,10,5,1,48.12
101033,WITHDRAW,A,5,1,9,1,0,1,5,16,7,4,2,16,2,1,30.49
101056,CUST_SVC,E,10,1,3,1,0,1,5,22,3,3,1,10,1,1,26.9
101045,CREDIT_CARD,C,12,0,2,1,1,0,3,12,1,5,2,9,3,1,4.91
101033,ATM_CDM,F,8,0,2,1,0,1,2,23,3,5,1,14,1,1,33.28
101033,BIZ_BANK,I,18,1,2,1,0,1,1,22,2,4,1,16,5,1,29.99
101056,FIXED_DEP,G,15,1,8,1,0,1,4,23,6,5,1,13,5,0,90.0
101078,ACC_OPEN,D,25,0,6,0,0,1,3,16,6,3,1,16,1,1,90.0
101078,ATM_CDM,F,8,0,5,1,0,1,2,8,1,4,1,13,5,0,6.86
101078,CUST_SVC,E,10,1,3,1,0,1,2,11,2,3,1,11,4,1,22.88
101078,DEPOSIT,A,6,1,2,1,0,1,4,22,2,5,3,11,3,1,15.36
101078,BIZ_BANK,I,18,0,4,1,1,0,3,2,0,2,1,16,3,1,1.63
101078,ONLINE_SUP,J,12,1,1,1,0,1,2,14,5,5,1,11,1,1,53.62
101012,ATM_CDM,F,8,0,13,1,1,0,9,14,3,2,1,11,2,1,63.27
101033,WITHDRAW,A,5,0,8,1,1,0,5,16,1,5,3,14,1,1,1.82
101056,DEPOSIT,A,6,0,4,0,0,1,1,8,6,2,2,12,1,0,49.26
101045,CUST_SVC,E,10,0,7,1,0,1,3,7,3,3,1,15,3,1,27.56
101012,ONLINE_SUP,J,12,1,8,1,0,1,11,26,12,3,1,15,1,1,90.0
101033,ATM_CDM,F,8,1,5,1,0,1,3,16,1,4,1,11,3,1,15.88
101012,WITHDRAW,A,5,0,9,1,0,1,13,48,16,6,3,15,5,1,62.58
101045,ATM_CDM,F,8,1,3,1,0,1,2,6,1,2,1,12,1,0,11.45
101012,REMITTANCE,K,10,0,1,1,0,1,9,15,3,2,1,15,1,1,46.81
101045,ONLINE_SUP,J,12,1,2,1,0,1,1,13,1,6,1,14,4,1,18.06
101056,FIXED_DEP,G,15,1,4,1,0,1,1,7,1,3,1,12,2,0,5.85
101033,DEPOSIT,A,6,0,6,1,0,1,5,15,4,5,3,9,1,1,21.09
101078,ATM_CDM,F,8,1,1,1,0,1,1,7,1,5,1,12,5,0,9.81
101012,CUST_SVC,E,10,0,4,0,0,1,3,12,3,4,1,12,3,0,32.01
101056,REMITTANCE,K,10,0,6,0,0,1,3,6,1,2,1,16,1,1,8.16
101045,CUST_SVC,E,10,1,3,1,0,1,2,17,3,4,1,14,1,1,56.5
101012,ATM_CDM,F,8,0,1,0,0,1,3,26,3,4,1,14,5,1,21.69
101078,FIXED_DEP,G,15,1,5,1,0,1,2,18,4,5,1,16,1,1,81.59
101033,DEPOSIT,A,6,0,5,1,1,0,4,12,1,4,1,11,2,1,7.5
101012,FIXED_DEP,G,15,0,1,1,1,0,2,6,1,2,1,12,1,0,11.37
101012,ONLINE_SUP,J,12,1,8,1,0,1,6,31,2,6,1,15,3,1,22.35
101056,DEPOSIT,A,6,0,10,1,1,0,6,27,0,4,2,9,5,1,0.0
101033,DEPOSIT,A,6,1,11,1,0,1,9,15,9,3,1,16,4,1,45.43
101045,BIZ_BANK,I,18,1,1,1,0,1,2,10,3,4,1,12,1,0,42.24
101056,ONLINE_SUP,J,12,0,3,1,1,0,7,9,1,4,1,14,2,1,17.36
101056,INSURANCE,H,20,0,11,1,0,1,7,15,5,3,1,11,2,1,56.03
101056,ATM_CDM,F,8,1,4,1,0,1,5,17,6,5,1,15,2,1,48.55
101045,CREDIT_CARD,C,12,1,1,1,0,1,3,12,5,2,1,16,4,1,52.54
101078,WITHDRAW,A,5,1,3,1,0,1,1,12,4,6,3,9,3,1,22.07
101012,INSURANCE,H,20,1,2,1,0,1,3,22,3,3,1,10,5,1,65.73
101012,INSURANCE,H,20,0,3,1,0,1,4,33,2,6,1,14,5,1,46.29
101012,CREDIT_CARD,C,12,1,5,1,0,1,3,9,1,4,1,13,2,0,23.93
101078,ONLINE_SUP,J,12,1,5,1,0,1,5,7,5,3,1,13,5,0,65.26
101056,LOAN,B,30,1,3,1,0,1,5,24,6,5,2,10,4,1,50.07
101056,CREDIT_CARD,C,12,0,3,1,1,0,3,19,0,4,1,11,2,1,1.64
101078,DEPOSIT,A,6,1,4,1,0,1,1,13,0,5,2,9,4,1,0.0
101033,BIZ_BANK,I,18,0,1,1,0,1,2,12,0,4,1,10,4,1,1.14
101012,ATM_CDM,F,8,1,2,1,0,1,7,34,8,4,1,15,1,1,71.22
101078,DEPOSIT,A,6,0,1,1,1,0,8,17,1,2,1,14,1,1,5.83
101078,LOAN,B,30,0,5,1,1,0,2,20,2,6,2,10,1,1,21.85
101078,CUST_SVC,E,10,1,9,1,0,1,7,23,6,3,1,10,5,1,90.0
101012,CREDIT_CARD,C,12,0,13,1,0,1,9,16,8,2,1,10,1,1,90.0
101033,CUST_SVC,E,10,1,4,1,0,1,5,18,12,3,2,9,2,1,90.0
101033,ONLINE_SUP,J,12,1,5,1,0,1,1,4,1,4,1,12,1,0,8.67
101045,FIXED_DEP,G,15,0,3,1,1,0,1,10,0,2,1,16,5,1,0.53
101045,REMITTANCE,K,10,0,2,1,0,1,1,2,0,2,1,12,2,0,0.26
101078,ATM_CDM,F,8,1,3,1,0,1,2,11,1,3,1,9,5,1,19.09
101033,CUST_SVC,E,10,1,1,1,0,1,1,17,3,6,2,10,2,1,26.3
101045,LOAN,B,30,1,2,1,0,1,1,19,2,5,2,11,5,1,28.88
101045,DEPOSIT,A,6,1,4,1,0,1,1,9,1,4,2,14,4,1,5.6
101045,DEPOSIT,A,6,0,1,1,0,1,1,14,0,5,3,15,3,1,0.5
101045,ATM_CDM,F,8,0,3,1,0,1,5,10,2,3,1,15,3,1,50.49
101078,REMITTANCE,K,10,1,7,1,0,1,3,4,0,2,1,12,1,0,0.0
101078,LOAN,B,30,1,4,1,0,1,3,7,2,2,1,12,5,0,61.67
101045,DEPOSIT,A,6,0,3,1,0,1,2,12,3,2,1,10,3,1,49.7
101056,ONLINE_SUP,J,12,1,2,1,0,1,3,14,1,4,1,11,3,1,6.79
101078,ATM_CDM,F,8,1,5,1,0,1,1,13,1,5,1,11,1,1,8.55
101033,REMITTANCE,K,10,0,11,1,1,0,8,31,3,6,1,10,5,1,34.96
101078,LOAN,B,30,0,6,1,0,1,2,18,1,4,1,10,4,1,29.11
101078,BIZ_BANK,I,18,1,4,1,0,1,2,21,5,6,1,14,3,1,87.57
101078,FIXED_DEP,G,15,1,6,1,0,1,6,28,11,5,1,10,5,1,90.0
101045,FIXED_DEP,G,15,1,3,1,0,1,1,8,3,2,1,16,5,1,55.85
101033,FIXED_DEP,G,15,1,5,1,0,1,5,15,5,5,1,11,4,1,90.0
101012,WITHDRAW,A,5,1,1,1,0,1,1,27,1,5,2,14,2,1,6.27
101056,FIXED_DEP,G,15,0,7,1,0,1,5,16,1,3,1,10,4,1,27.17
101045,REMITTANCE,K,10,1,4,1,0,1,1,5,1,2,1,12,4,0,11.53
101045,FIXED_DEP,G,15,1,2,1,0,1,3,10,1,4,1,9,2,1,44.61
101078,INSURANCE,H,20,0,4,1,1,0,6,16,2,5,1,14,1,1,51.89
101078,FIXED_DEP,G,15,0,3,1,0,1,1,13,2,3,1,11,2,1,14.44
101056,FIXED_DEP,G,15,0,1,1,0,1,5,17,6,2,1,15,2,1,90.0
101056,DEPOSIT,A,6,1,4,1,0,1,1,5,3,4,3,13,2,0,14.7
101056,ATM_CDM,F,8,1,6,1,0,1,3,15,2,5,1,11,4,1,13.17
101078,LOAN,B,30,1,4,1,0,1,1,9,3,2,1,13,1,0,40.3
101012,WITHDRAW,A,5,1,7,1,0,1,3,19,11,3,3,14,5,1,44.83
101045,CREDIT_CARD,C,12,0,6,0,0,1,5,3,0,2,1,12,1,0,0.0
101012,ONLINE_SUP,J,12,0,5,0,0,1,5,11,8,2,1,16,3,1,90.0
101056,CREDIT_CARD,C,12,1,5,1,0,1,4,18,2,5,2,15,2,1,8.64
101078,CREDIT_CARD,C,12,0,4,1,0,1,2,3,0,2,1,12,2,0,0.4
101078,ONLINE_SUP,J,12,0,6,1,0,1,2,19,4,6,1,9,3,1,59.62
101078,DEPOSIT,A,6,0,2,1,0,1,1,10,1,4,2,9,3,1,6.85
101056,WITHDRAW,A,5,1,8,1,0,1,4,15,1,3,2,10,5,1,6.87
101045,WITHDRAW,A,5,1,8,1,0,1,7,16,11,4,2,11,1,1,65.27
101033,ACC_OPEN,D,25,0,6,1,1,0,5,16,3,3,1,11,2,1,43.12
101078,DEPOSIT,A,6,1,5,1,0,1,2,9,4,3,2,11,2,1,15.3
101033,DEPOSIT,A,6,0,2,1,1,0,1,5,1,2,1,12,1,0,3.24
101056,REMITTANCE,K,10,0,6,1,0,1,5,31,3,5,1,15,1,1,44.0
101056,DEPOSIT,A,6,0,4,1,1,0,4,19,0,5,3,9,2,1,0.0
101012,LOAN,B,30,1,2,1,0,1,4,29,3,5,1,9,1,1,87.71
101033,ACC_OPEN,D,25,1,7,1,0,1,5,26,8,5,1,15,4,1,90.0
101078,CREDIT_CARD,C,12,1,1,1,0,1,5,15,3,2,1,14,2,1,78.12
101033,CUST_SVC,E,10,1,5,1,0,1,2,16,1,2,1,16,1,1,5.04
101045,ACC_OPEN,D,25,1,4,1,0,1,2,10,1,2,1,16,1,1,15.55
101045,CUST_SVC,E,10,1,3,1,0,1,1,6,0,2,1,16,3,1,0.0
101012,DEPOSIT,A,6,0,9,1,0,1,6,27,18,3,2,10,2,1,90.0
101078,CUST_SVC,E,10,1,6,1,0,1,3,14,5,5,2,9,2,1,38.0
101056,CREDIT_CARD,C,12,1,4,1,0,1,2,6,1,2,1,13,4,0,10.41
101033,ATM_CDM,F,8,0,2,1,0,1,8,19,4,6,1,10,3,1,33.87
101045,ACC_OPEN,D,25,1,1,1,0,1,7,7,3,2,1,9,5,1,29.39
101078,CREDIT_CARD,C,12,1,5,1,0,1,1,5,0,3,1,13,3,0,0.0
101078,DEPOSIT,A,6,0,5,1,0,1,1,14,2,4,1,11,2,1,50.18
101012,ACC_OPEN,D,25,1,8,1,0,1,6,25,2,5,1,14,3,1,37.6
101012,ACC_OPEN,D,25,0,2,1,1,0,1,19,1,6,1,11,5,1,1.03
101045,REMITTANCE,K,10,1,2,1,0,1,1,3,0,3,1,12,2,0,0.39
101012,ACC_OPEN,D,25,0,6,1,1,0,9,21,1,4,1,16,3,1,30.33
101012,DEPOSIT,A,6,1,10,1,0,1,6,34,3,4,1,11,3,1,25.7
101078,LOAN,B,30,1,7,1,0,1,3,7,3,2,1,12,2,0,53.98
101078,CUST_SVC,E,10,1,10,1,0,1,8,25,8,6,2,10,1,1,80.76
101056,ATM_CDM,F,8,1,6,1,0,1,4,9,2,2,1,15,3,1,31.42
101078,ONLINE_SUP,J,12,0,3,1,0,1,6,23,6,5,1,15,1,1,76.22
101045,FIXED_DEP,G,15,1,4,1,0,1,1,7,0,3,1,12,4,0,0.0
101045,ACC_OPEN,D,25,1,3,1,0,1,2,13,4,2,1,11,3,1,69.53
101056,ONLINE_SUP,J,12,1,1,1,0,1,7,28,4,5,1,10,1,1,39.95
101045,ATM_CDM,F,8,0,1,1,1,0,4,20,3,3,1,9,1,1,24.38
101012,INSURANCE,H,20,1,2,1,0,1,3,10,5,2,1,14,1,1,52.14
101078,ACC_OPEN,D,25,0,1,1,0,1,3,16,4,4,1,15,4,1,80.6
101045,ATM_CDM,F,8,1,5,1,0,1,2,14,1,4,1,14,2,1,8.22
101045,DEPOSIT,A,6,1,3,1,0,1,1,11,3,4,2,9,3,1,14.17
101078,DEPOSIT,A,6,1,4,1,0,1,2,5,4,2,2,12,3,0,27.67
101056,CUST_SVC,E,10,1,1,1,0,1,2,5,0,2,1,13,1,0,0.0
